"AC"," Kincaidâ€™s critics point out that Britainâ€™s government is not as corrupt as Antiguaâ€™s. Kincaid makes a witty rejoinder, but does not deny that the British government is less corrupt than Antiguaâ€™s. This, coupled with her stated belief that Britain is responsible for corruption in Antigua, justifies the first statement. As for the second statement, it would not be surprising if Kincaid did think this, but no governments of the â€œformer colonial empireâ€ are discussed in the passage except Antiguaâ€™s. Finally, the third passage refers to â€œAntiguaâ€™s current problems, including drug dealing and selling off land for tourist properties,â€ so the third statement is true."
"B"," In main idea questions, you can often eliminate one or more answers just based on the first word or phrase: relate, discuss, give a history, make a case, emphasize. Does the passage â€œmake a caseâ€? It doesnâ€™t â€” like almost all GRE passages, it is merely reporting facts and/or the opinions of others. Emphasize is also a bit strange â€” usually, the purpose of a passage is something a little bigger than just â€œemphasizingâ€ something. When you read the passage, you may have determined that the first paragraph simply gives background information about Don Giovanni, while the second paragraph gives the â€œtwistâ€ â€” even though almost the whole world loved Don Giovanni, people in Mozartâ€™s own hometown were less enthusiastic about it. Choice (B) matches this â€” the passages discusses how a work of art (the opera) has been met by diverging (different, diverse) responses, specifically those of Viennese audiences versus those of everyone else."
"A"," The full sentence is, The opera mixed traditions of moralism with those of comedy â€” a practice heretofore unknown among the composerâ€™s works â€” creating a production that was not well liked by conservative Viennese audiences. Regarding Mozartâ€™s mixing traditions of moralism with those of comedy, the clue a practice heretofore unknown among the composerâ€™s works tells you that Mozart had not done this before. Furthermore, the clue not well liked by conservative Viennese audiences tells you that Viennese audiences did not like this because it was a departure from tradition. Correct answer (A) is a good match â€” a â€œlackluster receptionâ€ means that those who â€œreceivedâ€ something (the audience) were holding unimpressed. Note that the GRE is trying to hide the correct answer from you a little bit by saying â€œa particular group of peopleâ€ for â€œViennese audiences.â€ Also note that (D) and (E) could be eliminated straightaway â€” the author does not â€œargueâ€ or â€œundermineâ€ (which would mean the author was arguing) at any point. Obviously, talking about moralism and comedy doesnâ€™t â€œremind the reader of the plotâ€ (B), and you have no idea (from the passage, at least) what is common in contemporary (modern) opera, so (C) is out of scope."
"E"," You know that Viennese audiences did not like the (new) mixing of moralism and comedy because the audiences were â€œconservative.â€ But thereâ€™s an even better clue: the passage says eighteenth century audiences in Vienna â€” Mozartâ€™s own city â€” were ambivalent at best. Ambivalent means â€œhaving mixed feelings or undecided.â€ At best is an expression meaning or worse. (E) is a direct match with a sentence from the passage. Note that (A) and (B) contain extreme language (purely, unequivocally). Choices (C) and (D) go too far. You have no indication that audiences were confused or offended, merely that they didnâ€™t like or had mixed feelings about a work of art."
"BC"," Regarding the first statement, watch out for extreme language! Redlining never â€œceasedâ€; you are told it may have continued in less explicit ways. The same part of the passage provides good support for the second statement â€” redlining has become less explicit, or overt. Finally, you are told that With no access to mortgages, residents within the red line suffered low property values. Thus, access to mortgages is related to higher property values."
"D"," You are told that reverse redlining occurs when predatory businesses specifically target minority consumers for the purpose of charging them more. Choices (A) and (B) describe regular redlining, the practice of denying service or constraining access to something like jobs. Redlining is about businesses, not police, so (C) is out. Choice (E) does mention targeting minority consumers, but does not give an example of offering inferior products or overcharging (reverse redlining is discriminatory, and choice (E) describes a perfectly normal ad campaign). Choice (D) is a perfect match, and a good example of what is described in the third paragraph."
"E"," In the first paragraph, you are told that With no access to mortgages, residents within the red line suffered low property values and landlord abandonment; buildings abandoned by landlords were then likely to become centers of drug dealing and other crimeâ€¦ The lack of access to mortgages is due to redlining. Thus, redlining causes landlord abandonment and the resultant effects â€” (E) is a perfect match. Note that (A) mentions â€œsubprime mortgagesâ€ and â€œdefaults,â€ which are never mentioned in the passage. (B) incorrectly cites reverse redlining rather than redlining. (C) gets the relationship between redlining and landlord abandonment backwards. (D) is just wrong â€” â€œconstrained access to health care, jobs, insurance, and moreâ€ is mentioned as part of the definition of redlining."
"AC"," You are told that â€œgermophobicâ€ Western society eschews premastiction, which provides â€œbeneficial bacteria,â€ so the first statement is true. The word only kills the second statement â€” watch out for extreme language! If just one person outside of the developing world premasticates food for a baby, this statement is false, so you cannot infer it. Finally, you are told that babies also received antibodies and digestive bacteria from the motherâ€™s saliva, so saliva has at least one benefit (antibodies) aside from digestive bacteria."
"B"," The author discusses Bois and Damischâ€™s metaphor (â€œa dynamic gameâ€), calls it misleading, and proposes an expansion beyond the competitive aspect. (A) is incorrect, as the author does not claim that the two artists were the best. (C) only addresses the details and evidence presented in the passage but not the main point. (D) and (E) are both distortions because the passage does not rank the painters, and these issues are again not the point."
"D"," This question type asks for a combination of the point, tone, and, perhaps, structure. The author expresses the point at the end of the first paragraph by suggesting that the rivalry between Picasso and Matisse was more of a dialogue or exchange. (A) is an incorrect comparison because the passage rejects the idea that such rivalries are mere competitions. (B) distorts a detail by adding an opinion not stated in the passage. The author writes about the artists employing multiple styles, but never implies they are masters because they employ multiple styles. (C) is a distortion based on misreading the â€œconversationâ€ metaphor. (E) is incorrect, as the word generally is a claim that the author does not make; you are only told about one particular rivalry."
"C"," In the last paragraph, the passage states that Matisse used the same palette in his work but omitted the green. (A), (D), and (E) are incorrect because they cite comments about Large Nude in a Red Armchair, not Woman with Yellow Hair. (B) is backwards â€” the passage states that Matisseâ€™s response, as opposed to Picassoâ€™s work, did not rigidly tie color to form."
"E"," In the third paragraph, the author refers to Matisse as the older artist. Choice (A) is not true; the phrase â€œsensuous, rich moodâ€ was used in the passage to describe a work by Matisse, not Large Nude in a Red Armchair. Choice (B) is wrong because the author, at the end of the passage, uses seems to be saying and that indicates that it was not actually said. (C) is incorrect â€” the passage states that they were â€œoccasional friends.â€ (D) is a distortion; the passage only says that Matisseâ€™s response came a decade later, not that he had worked on it throughout that time."
"B"," The authorâ€™s point was that the rivalry was more of a dialogue than a competition. (A) and (E) are not correct because those choices do not say anything about the nature of the rivalry and no more can be assumed. (C) is wrong because the authorâ€™s point was that their relationship was more than a competition. (D) misconstrues the metaphor that the author rejects."
"C"," The last paragraph devotes itself to highlighting the problematic implicit messages of timelines. (A) is a distortion; the author does not claim dates are unimportant but that historical study should go far beyond mere dates. (B) and (E) are backwards, as these are two of the implicit messages that the author rejects. (D), while quite likely, does not have to follow â€” the author implies that there is more to history than wars and minor battles, punctuated by the occasional presidential election and technological innovation but does not specify that content."
"D"," Essentially, this question tests vocabulary. The point of the passage is the problems with timelines, and the ending is a warning â€” portentous can mean â€œominously significant.â€ The words in (A) would never describe a GRE author. In (B), the author is not bemused, or amused, at all. Nor is the author resigned or complacent. (Note: it would be rare for a GRE author to be called negative, but this passage would arguably be just such a rarity.)"
"D"," The last paragraph discusses the negative implicit â€” or subliminal â€” issues with timelines. In that paragraph, since the author indicates that an implicit flaw is showing â€œonlyâ€ 64 events, it must follow that there are more. (A) is out. In the second paragraph, the author worries that the prominence of the dates will draw too much attention, so eliminate (B). In the first paragraph, the author says, Despite their usefulness in allowing students to gain a cursory knowledgeâ€¦ This means that timelines have some positive uses. cross off (C). As for (E), in the last paragraph, a flaw cited is that timelines portray an â€œofficialâ€ history; thus, unofficial histories must have virtues."
"B"," In the last paragraph, a listed implicit flaw is that the events are presented as independent â€” without context. The passage mentions their prominent placement (A) and use of photos (E), but does not suggest that these are the problems. (C) is false, as the passage states these timelines had beginnings and ends. Regarding (D), the author does not challenge the factual accuracy of timelines."
"C"," Myopic means â€œnear-sighted,â€ and the author employs it to describe the inability of some curricula to see the big picture. Similarly, purblind means â€œpartially blind or deficient in understanding.â€ (A), (B), and (D) are not justified by evidence from the passage â€” ignorance and bigotry are not mentioned as problems. Astigmatic indicates visual distortion, but the passage spoke of missing elements. Mordant, meaning â€œcaustic or corrosive,â€ has no connection to the passage."
"A"," The second paragraph further describes one of the two factors named in the first paragraph. (B) is incorrect because the passage does not contrast the factors (the second paragraph does not even mention the Diamond Necklace Affair). (C) is out of scope and irrelevant as the passage is about Marie Antoinetteâ€™s unpopularity, not the court or corruption. (D) is incorrect; the last paragraph discusses the results. (E), while arguably the main point of the passage, goes beyond that of the second paragraph, which does not discuss consequences."
"C"," The third paragraph mentions countless aristocrats who sued to the king on Rohanâ€™s behalf, so it must be true that a significant proportion was more loyal to the accused. Nothing in the passage refers to jealousy and nothing imputes that the queenâ€™s wealth was the cause of the aristocratsâ€™ dislike. (A) can be eliminated. (B) does not have to follow; the passage only says pamphlets were popular with the general public â€” it could, but doesnâ€™t have to be true that a large percentage of aristocrats read them. Similarly, the passage does not give such literacy rates so they, no matter how likely, cannot be assumed. (D) is out. (E) is completely out of scope."
"D"," This detail question concerns the second paragraph, which cites a reduction in royal censorship as a cause. (A) is out of scope; the education of women is never mentioned. (B) is a distortion; the passage says publications, not the literacy rate, tripled. (C) is incorrect, as the passage does not discuss the number of scandals over time. (E), however likely, is not mentioned in the passage."
"BC"," The first statement canâ€™t be proven â€” the passage does not indicate who the clever forger was. The second statement is correct â€” the passage identifies Rohan as a â€œsocial climber.â€ In the third paragraph, the author states that 10,000 people came to the doors of the Bastille demanding Rohanâ€™s release."
"A"," The point of the final paragraph is that the queenâ€™s unpopularity caused significant problems for the monarchy. You do not know if the queen met Rohan; she wouldnâ€™t have to meet someone personally to order that he be punished. The third statement is backwards: the queenâ€™s power must have had limits since Rohan was released despite her prosecution."
"C"," This is essentially a vocabulary question. Disinterested does not mean â€œuninterestedâ€ â€” it means â€œunbiased.â€ GRE authors are never described as arrogant or supercilious, as these words are too negative (and inappropriate). It is also very unlikely that prim, meretricious, or lascivious would be correct for the same reason. As for (E), the author is analytic, but no phrases or adjectives in the passage justify enthusiastic."
"C"," After the theory is described, the remainder of the passage cites studies and opinions that disagree in part or in whole. (A) is incorrect because no additional support is provided. (B) is incorrect, as the criticisms are not a screed, which is a long diatribe (and would be inappropriate from a GRE author). (D) is incorrect because it is not the authorâ€™s credentials that are questioned. (E) is wrong â€” there is no ridicule. Note that (B), (D), and (E) all express inappropriate attitudes for a GRE author. While authors can certainly argue for or against something, or express some enthusiasm or support, GRE authors do not rant and rave, and only very, very rarely ridicule, or question the integrity of those with whom they disagree."
"D"," In the second paragraph, Dâ€™Emilioâ€™s critics question his use of the word free. (A), (B), and (C) are topics that are not mentioned. (E) is at best a distortion â€” while one critic argues, in opposition to Dâ€™Emilio, that industrial capitalism worsened the position of women, the issue is not framed as one of sexism."
"E"," The Lowell Girls are mentioned to show that historically free labor has hardly been free at all. (A) is incorrect â€” that is the subject of the last paragraph, but does not concern the Lowell Girl (B) is incorrect â€” that is the subject of the third paragraph, but does not concern the Lowell Girls. The answer must come from the part of the passage referenced. (C) is backwards â€” this argument is put forth by Dâ€™Emlioâ€™s critics. (D) is a distortion, the reference is to show how historically normal this situation was, not to contrast two supposedly parallel groups of un-empowered workers."
"C"," The answer has to be something that must follow from the discussion of Davis in the last paragraph, not something that he or she could or likely would agree with. (C) is correct because Davis argues that women were the losers in a double-sense â€¦ leaving many women largely bereft of significant economic roles. If being â€œbereftâ€ of an economic role makes one a â€œloser,â€ it is not going too far (in fact, it is less extreme) to say that People without economic roles are disadvantaged. (A) is wrong, as it is an opinion of Dâ€™Emilioâ€™s mentioned in the first paragraph. (B) is wrong, as it is an opinion of Enloeâ€™s mentioned in the second paragraph. (D) In the last sentence of the passage, Davis actually states that the â€œentire economyâ€ has left the household."
"C"," A â€œbest titleâ€ question asks for the main point. The point of this passage was to highlight trenchant criticisms of Dâ€™Emilioâ€™s work â€” the lack of any rebuttal of these points indicates that the author sympathizes with them. (A), (D), and (E) are incorrect because they ignore that the passage concerns scholarly opinions rather than the history itself. (B) is incorrect, as no reconciliation is attempted. Additionally, (E) is closer to Dâ€™Emilioâ€™s view than the authorâ€™s."
"D"," â€œUniqueâ€ is a secondary meaning of peculiar. The author uses it in the context of Matisse learning something that Picasso had done. Of the wrong answers, (B) and (E) at best come from prohibited outside knowledge, whereas (A) and (C) are the opposite of the intended meaning â€” anything strange or unknown to Picasso would be something he doesnâ€™t do; peculiar to Picasso means something that heâ€™s known for doing."
"A"," The author both describes the work (The Ochre Head) and the inspiration for that work (Still Life with Ancient Head). (B) is a distortion, as the passage does not rate the painters. (C) is a distortion as the passage describes a painting but not how the artist developed his style. (D) is incorrect, as the passage indicates that this was a new direction rather than a representative work. (E) is out of scope because the passage only discusses two painters, not the art world."
"C"," While the author clearly appreciates the work, its place in the hierarchy is not discussed. (A) is incorrect â€” the passage states that colors â€¦ refuse to be constrained by definite lines of form. (B) is wrong as the end of the passage states that the paintingâ€™s composition references a Picasso work. (D) is backwards â€” the passage says the technique is not employed with the free reign used in Minotaur. (E) is wrong as the passage says a vase of flowers and a bench are depicted."
"C"," To answer a question of this type, one must find the other four choices in the text. In the third paragraph, (A) is mentioned verbatim. (B) is justified by â€œhearing speakers,â€ and (D) by â€œwrite autobiographical essays.â€ (E) is mentioned explicitly."
"D"," The passage, after establishing problems with textbooks, proposes film as a vehicle for teaching history. Since film is mentioned as a current alternative, it is being used now to teach history, but the author would like to expand this use. Didactic means â€œintended to instruct,â€ so films used to teach history would certainly qualify as a â€œdidactic tool.â€ (A) is out of scope and ignores the educational thrust. (B) and (C) do not include the bulk of the passage, which propose film as a learning tool. (E) is too negative â€” a GRE author would not denigrate â€” and philosophy is an inappropriate word for the passage (using textbooks is hardly a philosophy so much as just a common practice)."
"B"," The answer to detail questions must be found in the text, not through your own reasoning. The second paragraph quotes Wong to assert that committees wrongly value facts over perspectives, thus justifying â€œmisplaced priorities.â€ Leaving aside their merits, (A), (C), and (E) are not mentioned in the passage and outside knowledge is not allowed. (D) is the opposite of what you are looking for."
"B"," The final paragraph begins by mentioning the main criticism of this proposal but then argues that this supposed flaw is in fact a virtue and a golden opportunity. (A) and (D) ignore the authorâ€™s rebuttal to the criticism. (C) is problematic, as the paragraph is concerned with one particular tool â€” film. (E) ignores both the criticism and rebuttal and merely mentions an out-of-context detail."
"A"," In the last paragraph, the passage states that the main critique of the use of films to teach history is their rampant inaccuracies and biases. Then, the author goes on to argue that this can be a positive: these seeming flaws are actually part of the reason why film is an ideal teaching tool, because teachers can lead discussions of the filmâ€™s problems and biases. Thus, the author certainly argues that students can benefit from exposure to inaccurate accounts of history (not that students would always benefit, but that students can benefit when the inaccurate film is accompanied by critical analysis). The other choices cannot be justified. (B) does not have to follow; the passage only lists both as alternatives. (C) is too extreme â€” preferences do not equate to capacity. (D) is a preference of the state committees, not the students. (E) is backwards â€” the last paragraph states that students can benefit by such exposure."
"C"," The first statement is wrong, as the passage contrasts appealing, expressive paintings that are often the most popular museum attractions with constructivist, more recent art. The second statement is also wrong â€” the constructivist art, not the expressive paintings, is referred to as â€œbrainyâ€ in the passage. Note that these first two statements may very well be true in real life! But that is not what you are being asked. The question asks which statements can be inferred from the passage. The third statement is true â€” contemporary art is called â€œcoldâ€ in one sentence and â€œbrainyâ€ (or cerebral) in another sentence. In the final sentence of the paragraph, you are told that this brainy constructivist art is linked to expressive painting by using gesture as an expressive tool."
"ABC"," The author calls Iroquois: precarious, yet stable and balanced, which is a good match for the first statement (precarious and unstable are reasonable synonyms). The second statement is a good match for the final sentence, Iroquois resonates with an energy born not of the physical quality of the sculpture â€¦ but rather of the gestural quality of the forms. The third statement is a good match for the sentence, As one contemplates Iroquois â€¦ the linear forms became considerably more complex than one might presume. If the forms are more complex than one might think, it follows that some find the forms simpler than they really are."
"E"," (A) is wrong because Rousseau did argue for a social contract, meaning there should be some kind of law. (B) is wrong because Rousseau did not think members of a state should surrender their rights to a single person. (C) is wrong because Rousseau did argue that people could claim property if they needed it, implying the existence of private property in his ideal society. (D) is wrong because Rousseau did not want to dismantle the social contract entirely, but to replace it with his own ideal social contract. (E) is the answer because Rousseau desired a society where property can be taken â€¦ to the degree necessary for the subsistence of those taking it."
"B"," (A) is incorrect because you are told In a state of nature â€¦ the rich would have great difficulty protecting the property that they possess. This means the rich would still exist. (B) is correct because this is precisely what the sentence cited above says, while (C) is the opposite of what the passage says. (D) is wrong because the passage says the social contract is developed in order to protect the rich, and it must develop out of a pre-law state of nature. (E) is wrong because it comes from the fourth paragraph, which discusses Rousseauâ€™s vision for a perfect society, rather than a pre-law society."
"","To obtain assent to the contract, the rich focus their rhetoric on a seeming equality of obligation by creating rules that apply equally to all members of society. This is the sentence that shows how the wealthy are able to convince the poor to agree to the same social contract that will allow them to be defrauded. Be careful not to go looking in the passage for specific language mentioned in the question (hoarding or systematized) on select-the-sentence questions like these. More often than not, that will lead you to the wrong sentence."
"A"," Choice (A) is correct because the passage says that people should only take something if they need it (i.e., for survival). (B) is wrong because it is the exact opposite of what the passage says, in that people should not simply enrich themselves with property. (C) is wrong because though a house could be protection, thatâ€™s not what subsistence means. (D) is wrong because it isnâ€™t specific enough. (E) is wrong because it makes no sense at all."
"A"," Choice (A) is correct because Lackey believed that soldiers were not terrorists and Merari believed that state actors could not be terrorists. (B) is wrong because Merari never gave his opinion on the issue of civilian versus non-civilian attacks. (C) is wrong because while the passage argues that it is difficult to define the word terrorism, neither of the authors in question explicitly says it. (D) is wrong because neither author weighs in on that subject. (E) is wrong because Merari narrows the definition down to violence perpetrated by sub-state insurgent groups. An elite branch of a countryâ€™s military does not match this definition."
"E"," Choice (A) is wrong because it is the exact opposite of how sub-state is used in the passage. (B) is wrong because sub-state insurgent groups might be capable of terrorism, but they are not necessarily terrorist. (C) is wrong because it would be redundant when used in the sentence, and it has nothing to do with states at all. (D) is wrong because anarchists want to bring about a society without government; they do not simply operate outside of a governmentâ€™s jurisdiction. (E) is correct because Merari uses it to draw a contrast with governmental militaries, which he thinks are not capable of terrorist acts."
"B"," Choice (A) is wrong because Lackey discusses the difference between an act that targets innocents and one that targets soldiers. (B) is correct because though the passage does say that the term is prevalent in everyday conversation, this is not a reason that it is difficult to define. Note that just because a statement is true does NOT mean it is relevant to the specific question being asked! (C) is wrong because the third paragraph discusses these issues of circumstance. (D) is wrong because Merari discusses whether state actors can commit terrorist acts. (E) is wrong because Merari says that the broader the term becomes, the less useful it becomes in a dialogue, implying that this needs to be taken into account when trying to define the word, in order to maintain its utility."
"C"," The first statement is wrong because, while Baldwin takes issue with the average 1930â€™s Hollywood movie for failing to represent anything other than the dominant culture, that doesnâ€™t mean he would find an individual film focused on African American culture any better. It could be bad for other reasons. The second statement is wrong because even though a film that focused only on African American issues could be just as limited as one that failed to focus on such issues, there is a significant difference: one would be reinforcing the dominant culture, while the other would be presenting an alternative culture. Baldwin would thus be unlikely to find them equally problematic. The third statement is correct because the predominant culture in the 1930â€™s was white, so the film in question would be less likely to reinforce that culture, given that it would feature only African American issues and actors."
"D"," Choice (A) is wrong because the quotation has to do with children and their ability to relate to a given work of art, rather than the culture of power. (B) is wrong because the quote does not discuss white culture specifically. (C) is wrong because the passage never says that America was hungry for a writer like Baldwin â€” make sure not to insert your own ideas or outside knowledge. (D) is correct because even though the quote doesnâ€™t explicitly mention black children, the point is that children in general canâ€™t relate to a dilemma that doesnâ€™t relate to them. Because the passage tells you that Hollywood films of the era dealt with white issues and employed white actors, you know that they would not have related to black children, who would have thus been alienated from mainstream culture. (E) is wrong because the passage doesnâ€™t say that children couldnâ€™t derive any educational value from films they canâ€™t relate to, only that they would feel alienated because their lives would not be represented in the films."
"D"," Choice (A) is wrong because assiduous means â€œdiligent,â€ which is irrelevant here. (B) is wrong because the people studying art do not have to be artistic. (C) is totally off-base. (D) is correct because erudite means â€œknowledgeable,â€ and knowledge would allow someone viewing the frieze to recognize its unique qualities. (E) is wrong because this is a question of knowledge, not applying technical or scientific skills."
"C"," Choice (A) is wrong because many of its characteristics have in fact been worked out. (B) is wrong because the passage is not primarily about artistic interpretation. (C) is correct because sui generis means â€œunique,â€ and the frieze is said to be unique in two ways. (D) is incorrect because only one paragraph discusses the existence of mortals in the frieze, and because, of course, this title is much too broad. (E) is wrong because none of the characters are ever said to be â€œcontinuousâ€ (which doesnâ€™t actually mean anything)."
"D"," Choice (A) is incorrect because the first sentence tells you that the Parthenon was constructed in the High Classical Period. (B) is incorrect because the same sentence says that the Parthenon was regarded as a great architectural and artistic product. (C) is incorrect because the frieze is said to have come from the temple-chamber of the Parthenon. (D) is correct because the passage only says that it is difficult to reconstruct the frieze, not the Parthenon overall. (E) is incorrect because the frieze was part of the Parthenon and it is said to be unique."
